N,g,accuracy(bits)
30,32.5,178
31,31.5,195
31,32.0,195
31,32.5,198
31,33.0,200
31,33.5,187
32,32.5,201
32,33.0,202
32,33.5,203
32,34.0,203
32,34.5,196
33,33.0,207
33,33.5,208
33,34.0,209
33,34.5,212
33,35.0,213
33,35.5,205
34,34.0,213
34,34.5,214
34,35.0,216
34,35.5,216
34,36.0,218
34,36.5,214
34,37.0,203
35,35.0,219
35,35.5,220
35,36.0,222
35,36.5,223
35,37.0,225
35,37.5,222
35,38.0,210
36,36.5,227
36,37.0,228
36,37.5,229
36,38.0,230
36,38.5,228
36,39.0,216
37,37.0,231
37,37.5,233
37,38.0,233
37,38.5,235
37,39.0,236
37,39.5,237
37,40.0,224
38,38.5,241
38,39.0,240
38,39.5,241
38,40.0,243
38,40.5,242
38,41.0,232
39,39.5,244
39,40.0,245
39,40.5,247
39,41.0,249
39,41.5,251
39,42.0,239
40,40.5,254
40,41.0,254
40,41.5,255
40,42.0,256
40,42.5,257
40,43.0,247
41,41.5,256
41,42.0,258
41,42.5,259
41,43.0,260
41,43.5,262
41,44.0,253
42,43.0,270
42,43.5,268
42,44.0,267
42,44.5,269
42,45.0,261
43,42.0,265
43,42.5,267
43,43.0,268
43,43.5,269
43,44.0,270
43,44.5,271
43,45.0,273
43,45.5,274
43,46.0,269
44,44.0,275
44,44.5,276
44,45.0,278
44,45.5,281
44,46.0,284
44,46.5,283
44,47.0,276
45,45.0,280
45,45.5,281
45,46.0,283
45,46.5,284
45,47.0,285
45,47.5,286
45,48.0,284
45,48.5,272
46,47.0,290
46,47.5,292
46,48.0,293
46,48.5,300
46,49.0,293
47,47.5,294
47,48.0,295
47,48.5,296
47,49.0,298
47,49.5,298
47,50.0,299
47,50.5,287
48,49.5,302
48,50.0,304
48,50.5,307
48,51.0,307
48,51.5,295
49,50.0,308
49,50.5,308
49,51.0,310
49,51.5,311
49,52.0,313
49,52.5,302
50,51.0,314
50,51.5,315
50,52.0,316
50,52.5,319
50,53.0,320
50,53.5,309
51,52.0,320
51,52.5,322
51,53.0,323
51,53.5,322
51,54.0,324
51,54.5,318
52,53.5,327
52,54.0,329
52,54.5,330
52,55.0,331
52,55.5,324
53,54.0,333
53,54.5,333
53,55.0,335
53,55.5,337
53,56.0,336
53,56.5,332
54,54.5,335
54,55.0,337
54,55.5,340
54,56.0,341
54,56.5,343
54,57.0,342
54,57.5,341
54,58.0,327
55,55.5,348
55,56.0,347
55,56.5,348
55,57.0,347
55,57.5,348
55,58.0,349
55,58.5,347
55,59.0,336
56,57.0,350
56,57.5,351
56,58.0,352
56,58.5,355
56,59.0,354
56,59.5,355
56,60.0,342
57,58.0,360
57,58.5,364
57,59.0,361
57,59.5,362
57,60.0,362
57,60.5,362
57,61.0,349
58,57.5,359
58,58.0,360
58,58.5,361
58,59.0,363
58,59.5,363
58,60.0,364
58,60.5,366
58,61.0,368
58,61.5,368
59,59.5,369
59,60.0,370
59,60.5,373
59,61.0,375
59,61.5,376
59,62.0,375
59,62.5,376
59,63.0,364
60,61.0,375
60,61.5,375
60,62.0,378
60,62.5,377
60,63.0,379
60,63.5,381
60,64.0,373
61,63.0,385
61,63.5,387
61,64.0,390
61,64.5,388
61,65.0,381
62,63.5,389
62,64.0,388
62,64.5,390
62,65.0,392
62,65.5,394
62,66.0,388
63,65.0,396
63,65.5,398
63,66.0,400
63,66.5,405
63,67.0,395
64,65.5,401
64,66.0,401
64,66.5,403
64,67.0,404
64,67.5,405
64,68.0,403
64,68.5,391
65,67.0,409
65,67.5,410
65,68.0,412
65,68.5,414
65,69.0,411
65,69.5,398
66,67.5,412
66,68.0,414
66,68.5,415
66,69.0,416
66,69.5,418
66,70.0,419
66,70.5,405
67,69.0,420
67,69.5,421
67,70.0,422
67,70.5,424
67,71.0,429
67,71.5,413
68,70.5,428
68,71.0,428
68,71.5,430
68,72.0,432
68,72.5,420
69,71.5,434
69,72.0,435
69,72.5,437
69,73.0,438
69,73.5,429
70,72.0,441
70,72.5,440
70,73.0,441
70,73.5,442
70,74.0,443
70,74.5,435
71,73.0,444
71,73.5,446
71,74.0,448
71,74.5,449
71,75.0,450
71,75.5,443
72,74.0,455
72,74.5,454
72,75.0,455
72,75.5,454
72,76.0,455
72,76.5,451
72,77.0,439
73,73.0,451
73,73.5,452
73,74.0,454
73,74.5,455
73,75.0,457
73,75.5,458
73,76.0,459
73,76.5,460
73,77.0,461
74,75.0,462
74,75.5,464
74,76.0,465
74,76.5,469
74,77.0,467
74,77.5,468
74,78.0,469
74,78.5,467
74,79.0,454
75,75.5,464
75,76.0,466
75,76.5,467
75,77.0,469
75,77.5,470
75,78.0,470
75,78.5,472
75,79.0,474
75,79.5,473
76,78.5,477
76,79.0,481
76,79.5,483
76,80.0,482
76,80.5,481
76,81.0,469
77,78.5,480
77,79.0,481
77,79.5,482
77,80.0,484
77,80.5,485
77,81.0,486
77,81.5,487
77,82.0,477
78,81.0,491
78,81.5,494
78,82.0,499
78,82.5,496
78,83.0,484
79,81.5,494
79,82.0,496
79,82.5,497
79,83.0,497
79,83.5,499
79,84.0,492
80,83.0,502
80,83.5,504
80,84.0,507
80,84.5,510
80,85.0,499
81,83.5,506
81,84.0,508
81,84.5,510
81,85.0,511
81,85.5,512
81,86.0,508
81,86.5,494
82,85.0,514
82,85.5,516
82,86.0,517
82,86.5,519
82,87.0,515
82,87.5,502
83,85.5,519
83,86.0,521
83,86.5,522
83,87.0,523
83,87.5,524
83,88.0,522
83,88.5,509
84,86.5,525
84,87.0,526
84,87.5,528
84,88.0,529
84,88.5,530
84,89.0,531
84,89.5,518
85,88.0,533
85,88.5,535
85,89.0,534
85,89.5,536
85,90.0,537
85,90.5,524
86,89.5,539
86,90.0,541
86,90.5,543
86,91.0,545
86,91.5,532
87,90.5,547
87,91.0,548
87,91.5,548
87,92.0,550
87,92.5,539
88,91.0,551
88,91.5,552
88,92.0,554
88,92.5,554
88,93.0,556
88,93.5,547
89,92.0,563
89,92.5,560
89,93.0,562
89,93.5,561
89,94.0,562
89,94.5,555
90,91.0,559
90,91.5,559
90,92.0,560
90,92.5,562
90,93.0,563
90,93.5,564
90,94.0,565
90,94.5,568
90,95.0,569
91,93.0,568
91,93.5,570
91,94.0,572
91,94.5,574
91,95.0,575
91,95.5,574
91,96.0,576
91,96.5,571
92,95.0,575
92,95.5,577
92,96.0,578
92,96.5,580
92,97.0,581
92,97.5,578
92,98.0,566
93,97.0,586
93,97.5,589
93,98.0,589
93,98.5,585
93,99.0,572
94,96.5,587
94,97.0,588
94,97.5,590
94,98.0,589
94,98.5,591
94,99.0,593
94,99.5,592
94,100.0,581
95,98.0,594
95,98.5,595
95,99.0,597
95,99.5,600
95,100.0,605
95,100.5,600
96,99.0,600
96,99.5,602
96,100.0,601
96,100.5,603
96,101.0,605
96,101.5,606
96,102.0,596
97,101.0,610
97,101.5,610
97,102.0,612
97,102.5,615
97,103.0,602
98,102.0,614
98,102.5,615
98,103.0,617
98,103.5,618
98,104.0,610
99,103.0,621
99,103.5,623
99,104.0,624
99,104.5,627
99,105.0,618
100,103.5,627
100,104.0,628
100,104.5,627
100,105.0,629
100,105.5,631
100,106.0,626
101,104.5,632
101,105.0,634
101,105.5,633
101,106.0,635
101,106.5,637
101,107.0,632
102,86.0,589
102,86.5,588
102,87.0,590
102,87.5,592
102,88.0,594
102,88.5,595
102,89.0,596
102,89.5,600
102,90.0,603
102,90.5,601
102,91.0,603
102,91.5,602
102,92.0,603
102,92.5,605
102,93.0,606
102,93.5,609
102,94.0,610
102,94.5,610
102,95.0,612
102,95.5,615
102,96.0,617
102,96.5,618
102,97.0,623
102,97.5,622
102,98.0,621
102,98.5,623
102,99.0,624
102,99.5,625
102,100.0,626
102,100.5,627
102,101.0,629
102,101.5,628
102,102.0,630
102,102.5,631
102,103.0,632
102,103.5,635
102,104.0,637
102,104.5,641
102,105.0,640
102,105.5,639
102,106.0,640
102,106.5,641
102,107.0,642
102,107.5,643
102,108.0,641
102,108.5,629
103,99.5,627
103,100.0,629
103,100.5,630
103,101.0,630
103,101.5,631
103,102.0,632
103,102.5,634
103,103.0,636
103,103.5,636
103,104.0,637
103,104.5,640
103,105.0,639
103,105.5,641
103,106.0,643
103,106.5,643
103,107.0,646
103,107.5,647
103,108.0,647
103,108.5,649
103,109.0,649
103,109.5,636
104,107.5,655
104,108.0,654
104,108.5,655
104,109.0,654
104,109.5,655
104,110.0,656
104,110.5,643
105,109.0,657
105,109.5,658
105,110.0,661
105,110.5,660
105,111.0,663
105,111.5,650
106,110.5,668
106,111.0,667
106,111.5,668
106,112.0,669
106,112.5,658
107,111.5,672
107,112.0,671
107,112.5,673
107,113.0,675
107,113.5,666
108,112.0,677
108,112.5,679
108,113.0,682
108,113.5,681
108,114.0,682
108,114.5,674
109,112.0,680
109,112.5,680
109,113.0,683
109,113.5,682
109,114.0,683
109,114.5,685
109,115.0,687
109,115.5,682
110,113.5,687
110,114.0,689
110,114.5,691
110,115.0,693
110,115.5,697
110,116.0,695
110,116.5,689
111,114.5,692
111,115.0,694
111,115.5,695
111,116.0,696
111,116.5,699
111,117.0,698
111,117.5,696
111,118.0,684
112,116.0,700
112,116.5,702
112,117.0,703
112,117.5,705
112,118.0,711
112,118.5,704
113,117.0,706
113,117.5,709
113,118.0,708
113,118.5,709
113,119.0,712
113,119.5,710
113,120.0,698
114,118.5,714
114,119.0,716
114,119.5,716
114,120.0,720
114,120.5,720
114,121.0,707
115,119.5,719
115,120.0,721
115,120.5,723
115,121.0,722
115,121.5,725
115,122.0,714
116,120.5,727
116,121.0,728
116,121.5,729
116,122.0,731
116,122.5,733
116,123.0,721
117,122.0,734
117,122.5,736
117,123.0,735
117,123.5,736
117,124.0,730
118,122.0,736
118,122.5,738
118,123.0,739
118,123.5,740
118,124.0,743
118,124.5,744
118,125.0,736
119,123.0,746
119,123.5,747
119,124.0,748
119,124.5,747
119,125.0,748
119,125.5,749
119,126.0,745
119,126.5,732
120,124.5,750
120,125.0,752
120,125.5,754
120,126.0,755
120,126.5,755
120,127.0,752
120,127.5,739
121,125.5,764
121,126.0,761
121,126.5,760
121,127.0,761
121,127.5,762
121,128.0,759
122,124.5,757
122,125.0,759
122,125.5,761
122,126.0,762
122,126.5,763
122,127.0,764
122,127.5,765
122,128.0,767
122,128.5,768
123,126.5,767
123,127.0,769
123,127.5,771
123,128.0,773
123,128.5,775
123,129.0,774
123,129.5,775
123,130.0,774
123,130.5,762
124,128.0,773
124,128.5,774
124,129.0,777
124,129.5,776
124,130.0,778
124,130.5,780
124,131.0,781
124,131.5,770
125,130.5,785
125,131.0,788
125,131.5,789
125,132.0,788
125,132.5,776
126,131.0,789
126,131.5,790
126,132.0,790
126,132.5,792
126,133.0,794
126,133.5,785
127,132.5,797
127,133.0,800
127,133.5,806
127,134.0,802
127,134.5,793
128,132.5,799
128,133.0,801
128,133.5,802
128,134.0,803
128,134.5,805
128,135.0,805
128,135.5,799
129,133.5,805
129,134.0,806
129,134.5,808
129,135.0,811
129,135.5,813
129,136.0,817
129,136.5,807
130,135.0,812
130,135.5,814
130,136.0,816
130,136.5,816
130,137.0,817
130,137.5,816
130,138.0,802
131,136.5,820
131,137.0,823
131,137.5,824
131,138.0,825
131,138.5,822
131,139.0,811
132,137.5,827
132,138.0,828
132,138.5,828
132,139.0,831
132,139.5,829
132,140.0,817
133,138.0,832
133,138.5,833
133,139.0,833
133,139.5,835
133,140.0,836
133,140.5,840
133,141.0,826
134,139.5,840
134,140.0,840
134,140.5,842
134,141.0,841
134,141.5,844
134,142.0,832
135,141.0,846
135,141.5,848
135,142.0,849
135,142.5,851
135,143.0,840
136,142.0,853
136,142.5,854
136,143.0,856
136,143.5,855
136,144.0,848
137,142.0,855
137,142.5,858
137,143.0,857
137,143.5,859
137,144.0,861
137,144.5,862
137,145.0,855
138,143.5,868
138,144.0,866
138,144.5,867
138,145.0,868
138,145.5,868
138,146.0,864
138,146.5,851
139,142.5,864
139,143.0,865
139,143.5,866
139,144.0,867
139,144.5,870
139,145.0,869
139,145.5,871
139,146.0,873
139,146.5,875
140,145.0,875
140,145.5,874
140,146.0,874
140,146.5,874
140,147.0,872
140,147.5,872
140,148.0,872
140,148.5,866
141,144.0,875
141,144.5,876
141,145.0,875
141,145.5,873
141,146.0,875
141,146.5,874
141,147.0,872
141,147.5,873
141,148.0,874
142,143.5,876
142,144.0,875
142,144.5,875
142,145.0,874
142,145.5,876
142,146.0,875
142,146.5,873
142,147.0,874
142,147.5,872
143,140.5,877
143,141.0,878
143,141.5,876
143,142.0,878
143,142.5,876
143,143.0,878
143,143.5,878
143,144.0,876
143,144.5,874
144,138.5,873
144,139.0,875
144,139.5,874
144,140.0,876
144,140.5,877
144,141.0,878
144,141.5,877
144,142.0,876
144,142.5,877
145,137.5,876
145,138.0,878
145,138.5,880
145,139.0,878
145,139.5,879
145,140.0,878
145,140.5,878
145,141.0,877
145,141.5,877
146,135.5,873
146,136.0,874
146,136.5,875
146,137.0,877
146,137.5,878
146,138.0,879
146,138.5,879
146,139.0,878
146,139.5,879
147,134.5,873
147,135.0,874
147,135.5,875
147,136.0,877
147,136.5,878
147,137.0,880
147,137.5,881
147,138.0,880
147,138.5,879
148,134.0,876
148,134.5,878
148,135.0,880
148,135.5,882
148,136.0,883
148,136.5,881
148,137.0,880
148,137.5,882
148,138.0,881
149,133.5,882
149,134.0,881
149,134.5,880
149,135.0,881
149,135.5,881
149,136.0,883
149,136.5,880
149,137.0,880
149,137.5,881
150,133.0,881
150,133.5,880
150,134.0,882
150,134.5,881
150,135.0,882
150,135.5,883
150,136.0,882
150,136.5,881
150,137.0,881
151,133.0,884
151,133.5,883
151,134.0,883
151,134.5,883
151,135.0,882
151,135.5,881
151,136.0,881
151,136.5,883
151,137.0,882
152,130.5,880
152,131.0,881
152,131.5,883
152,132.0,884
152,132.5,885
152,133.0,883
152,133.5,884
152,134.0,882
152,134.5,885
153,129.0,878
153,129.5,880
153,130.0,881
153,130.5,883
153,131.0,884
153,131.5,885
153,132.0,886
153,132.5,884
153,133.0,884
154,128.5,880
154,129.0,881
154,129.5,883
154,130.0,885
154,130.5,885
154,131.0,886
154,131.5,885
154,132.0,884
154,132.5,885
155,128.5,885
155,129.0,887
155,129.5,886
155,130.0,886
155,130.5,885
155,131.0,884
155,131.5,886
155,132.0,887
155,132.5,885
156,126.5,880
156,127.0,882
156,127.5,885
156,128.0,887
156,128.5,887
156,129.0,886
156,129.5,887
156,130.0,886
156,130.5,885
157,124.5,879
157,125.0,878
157,125.5,880
157,126.0,881
157,126.5,883
157,127.0,887
157,127.5,887
157,128.0,889
157,128.5,888
158,124.5,880
158,125.0,881
158,125.5,883
158,126.0,887
158,126.5,889
158,127.0,888
158,127.5,887
158,128.0,889
158,128.5,887
159,124.0,881
159,124.5,883
159,125.0,885
159,125.5,889
159,126.0,889
159,126.5,889
159,127.0,889
159,127.5,888
159,128.0,889
160,123.0,881
160,123.5,883
160,124.0,884
160,124.5,888
160,125.0,890
160,125.5,890
160,126.0,889
160,126.5,889
160,127.0,888
161,122.0,881
161,122.5,883
161,123.0,884
161,123.5,886
161,124.0,888
161,124.5,891
161,125.0,890
161,125.5,889
161,126.0,889
162,122.0,884
162,122.5,886
162,123.0,887
162,123.5,891
162,124.0,891
162,124.5,890
162,125.0,891
162,125.5,892
162,126.0,890
163,123.0,892
163,123.5,892
163,124.0,892
163,124.5,890
163,125.0,892
163,125.5,889
163,126.0,890
163,126.5,890
163,127.0,888
164,121.5,888
164,122.0,890
164,122.5,892
164,123.0,891
164,123.5,892
164,124.0,892
164,124.5,891
164,125.0,891
164,125.5,890
165,120.0,885
165,120.5,886
165,121.0,887
165,121.5,891
165,122.0,893
165,122.5,892
165,123.0,893
165,123.5,891
165,124.0,891
166,118.5,884
166,119.0,887
166,119.5,886
166,120.0,887
166,120.5,889
166,121.0,892
166,121.5,892
166,122.0,892
166,122.5,892
167,118.5,889
167,119.0,887
167,119.5,889
167,120.0,890
167,120.5,893
167,121.0,893
167,121.5,893
167,122.0,893
167,122.5,892
168,118.0,889
168,118.5,889
168,119.0,888
168,119.5,891
168,120.0,893
168,120.5,896
168,121.0,893
168,121.5,894
168,122.0,893
169,118.0,888
169,118.5,890
169,119.0,892
169,119.5,893
169,120.0,896
169,120.5,895
169,121.0,895
169,121.5,893
169,122.0,892
170,118.0,891
170,118.5,892
170,119.0,895
170,119.5,895
170,120.0,896
170,120.5,895
170,121.0,894
170,121.5,892
170,122.0,892
171,117.5,891
171,118.0,893
171,118.5,896
171,119.0,895
171,119.5,895
171,120.0,895
171,120.5,892
171,121.0,893
171,121.5,893
172,116.0,889
172,116.5,895
172,117.0,893
172,117.5,893
172,118.0,895
172,118.5,894
172,119.0,897
172,119.5,894
172,120.0,894
173,116.5,893
173,117.0,895
173,117.5,896
173,118.0,895
173,118.5,896
173,119.0,895
173,119.5,896
173,120.0,894
173,120.5,895
174,115.0,889
174,115.5,892
174,116.0,895
174,116.5,895
174,117.0,897
174,117.5,896
174,118.0,896
174,118.5,897
174,119.0,895
175,114.5,888
175,115.0,892
175,115.5,898
175,116.0,895
175,116.5,897
175,117.0,897
175,117.5,897
175,118.0,896
175,118.5,896
176,112.5,883
176,113.0,888
176,113.5,887
176,114.0,889
176,114.5,892
176,115.0,896
176,115.5,896
176,116.0,897
176,116.5,898
177,113.5,890
177,114.0,892
177,114.5,895
177,115.0,898
177,115.5,899
177,116.0,897
177,116.5,898
177,117.0,896
177,117.5,897
178,113.5,892
178,114.0,894
178,114.5,898
178,115.0,898
178,115.5,898
178,116.0,898
178,116.5,898
178,117.0,897
178,117.5,897
179,112.5,892
179,113.0,892
179,113.5,895
179,114.0,897
179,114.5,898
179,115.0,899
179,115.5,898
179,116.0,898
179,116.5,898
180,112.0,896
180,112.5,893
180,113.0,894
180,113.5,898
180,114.0,898
180,114.5,899
180,115.0,900
180,115.5,900
180,116.0,899
181,113.0,896
181,113.5,900
181,114.0,900
181,114.5,899
181,115.0,899
181,115.5,898
181,116.0,898
181,116.5,897
181,117.0,897
182,112.0,896
182,112.5,898
182,113.0,899
182,113.5,900
182,114.0,899
182,114.5,900
182,115.0,898
182,115.5,899
182,116.0,897
183,111.0,895
183,111.5,895
183,112.0,897
183,112.5,900
183,113.0,901
183,113.5,900
183,114.0,898
183,114.5,900
183,115.0,899
184,110.0,890
184,110.5,893
184,111.0,901
184,111.5,898
184,112.0,899
184,112.5,899
184,113.0,900
184,113.5,900
184,114.0,900
185,109.0,890
185,109.5,890
185,110.0,893
185,110.5,896
185,111.0,899
185,111.5,900
185,112.0,901
185,112.5,902
185,113.0,899
186,109.5,892
186,110.0,895
186,110.5,900
186,111.0,899
186,111.5,900
186,112.0,901
186,112.5,900
186,113.0,899
186,113.5,901
187,110.0,898
187,110.5,902
187,111.0,901
187,111.5,901
187,112.0,902
187,112.5,902
187,113.0,900
187,113.5,900
187,114.0,899
188,109.0,895
188,109.5,896
188,110.0,902
188,110.5,900
188,111.0,901
188,111.5,900
188,112.0,901
188,112.5,901
188,113.0,899
189,107.0,888
189,107.5,890
189,108.0,898
189,108.5,894
189,109.0,897
189,109.5,899
189,110.0,903
189,110.5,903
189,111.0,901
190,107.0,889
190,107.5,893
190,108.0,895
190,108.5,896
190,109.0,898
190,109.5,903
190,110.0,902
190,110.5,901
190,111.0,903
191,107.5,895
191,108.0,897
191,108.5,899
191,109.0,902
191,109.5,902
191,110.0,902
191,110.5,902
191,111.0,903
191,111.5,901
192,109.0,903
192,109.5,902
192,110.0,902
192,110.5,903
192,111.0,902
192,111.5,901
192,112.0,900
192,112.5,900
192,113.0,901
193,107.5,899
193,108.0,900
193,108.5,903
193,109.0,904
193,109.5,902
193,110.0,903
193,110.5,903
193,111.0,902
193,111.5,901
194,106.5,895
194,107.0,900
194,107.5,900
194,108.0,902
194,108.5,904
194,109.0,904
194,109.5,902
194,110.0,903
194,110.5,902
195,105.5,892
195,106.0,894
195,106.5,898
195,107.0,902
195,107.5,901
195,108.0,904
195,108.5,905
195,109.0,902
195,109.5,903
196,106.0,896
196,106.5,900
196,107.0,902
196,107.5,904
196,108.0,904
196,108.5,903
196,109.0,904
196,109.5,903
196,110.0,902
197,105.5,895
197,106.0,899
197,106.5,905
197,107.0,903
197,107.5,904
197,108.0,904
197,108.5,906
197,109.0,902
197,109.5,904
198,106.0,900
198,106.5,904
198,107.0,905
198,107.5,904
198,108.0,906
198,108.5,903
198,109.0,904
198,109.5,902
198,110.0,902
199,106.0,904
199,106.5,905
199,107.0,905
199,107.5,904
199,108.0,907
199,108.5,904
199,109.0,902
200,106.5,907
200,107.0,905
200,107.5,905
200,108.0,905
200,108.5,904
200,109.0,904
200,109.5,902
201,104.5,898
201,105.0,900
201,105.5,903
201,106.0,906
201,106.5,906
201,107.0,904
201,107.5,903
201,108.0,906
201,108.5,904
202,103.5,896
202,104.0,904
202,104.5,901
202,105.0,903
202,105.5,906
202,106.0,907
202,106.5,906
202,107.0,906
202,107.5,906
203,103.0,895
203,103.5,897
203,104.0,900
203,104.5,902
203,105.0,904
203,105.5,906
203,106.0,907
203,106.5,907
203,107.0,905
204,104.0,901
204,104.5,903
204,105.0,907
204,105.5,908
204,106.0,906
204,106.5,905
204,107.0,907
204,107.5,904
204,108.0,904
205,103.5,904
205,104.0,904
205,104.5,905
205,105.0,908
205,105.5,905
205,106.0,907
205,106.5,905
205,107.0,905
205,107.5,904
206,103.0,900
206,103.5,905
206,104.0,904
206,104.5,906
206,105.0,908
206,105.5,906
206,106.0,906
206,106.5,905
206,107.0,906
207,102.5,899
207,103.0,902
207,103.5,905
207,104.0,907
207,104.5,908
207,105.0,908
207,105.5,907
207,106.0,906
207,106.5,905
208,102.5,900
208,103.0,905
208,103.5,906
208,104.0,907
208,104.5,907
208,105.0,907
208,105.5,906
208,106.0,905
208,106.5,906
209,101.5,899
209,102.0,900
209,102.5,901
209,103.0,908
209,103.5,907
209,104.0,908
209,104.5,907
209,105.0,907
209,105.5,907
210,100.5,893
210,101.0,897
210,101.5,899
210,102.0,902
210,102.5,904
210,103.0,910
210,103.5,908
210,104.0,907
210,104.5,907
211,100.5,895
211,101.0,900
211,101.5,900
211,102.0,902
211,102.5,907
211,103.0,909
211,103.5,909
211,104.0,909
211,104.5,908
212,100.5,897
212,101.0,903
212,101.5,901
212,102.0,905
212,102.5,910
212,103.0,909
212,103.5,908
212,104.0,908
212,104.5,909
213,100.5,898
213,101.0,902
213,101.5,904
213,102.0,906
213,102.5,911
213,103.0,909
213,103.5,909
213,104.0,907
213,104.5,908
214,100.5,902
214,101.0,903
214,101.5,904
214,102.0,909
214,102.5,909
214,103.0,910
214,103.5,909
214,104.0,908
214,104.5,908
215,101.0,905
215,101.5,907
215,102.0,909
215,102.5,907
215,103.0,908
215,103.5,909
215,104.0,908
215,104.5,907
215,105.0,907
216,100.5,907
216,101.0,906
216,101.5,908
216,102.0,909
216,102.5,909
216,103.0,909
216,103.5,909
216,104.0,908
216,104.5,908
217,100.0,903
217,100.5,908
217,101.0,907
217,101.5,910
217,102.0,910
217,102.5,909
217,103.0,908
217,103.5,907
217,104.0,910
218,99.0,899
218,99.5,901
218,100.0,904
218,100.5,908
218,101.0,909
218,101.5,909
218,102.0,910
218,102.5,910
218,103.0,909
219,100.0,907
219,100.5,908
219,101.0,909
219,101.5,909
219,102.0,910
219,102.5,910
219,103.0,908
219,103.5,909
219,104.0,907
220,100.0,910
220,100.5,910
220,101.0,910
220,101.5,910
220,102.0,909
220,102.5,909
220,103.0,911
220,103.5,909
220,104.0,907
221,101.5,910
221,102.0,911
221,102.5,907
221,103.0,909
221,103.5,909
221,104.0,907
221,104.5,907
221,105.0,906
222,100.5,911
222,101.0,911
222,101.5,908
222,102.0,910
222,102.5,910
222,103.0,909
222,103.5,909
222,104.0,909
222,104.5,908
223,98.5,903
223,99.0,906
223,99.5,909
223,100.0,911
223,100.5,912
223,101.0,911
223,101.5,909
223,102.0,911
223,102.5,909
224,97.5,899
224,98.0,905
224,98.5,905
224,99.0,908
224,99.5,911
224,100.0,912
224,100.5,912
224,101.0,910
224,101.5,909
225,97.5,900
225,98.0,908
225,98.5,906
225,99.0,910
225,99.5,911
225,100.0,913
225,100.5,911
225,101.0,911
225,101.5,910
226,97.5,901
226,98.0,907
226,98.5,907
226,99.0,910
226,99.5,913
226,100.0,912
226,100.5,911
226,101.0,910
226,101.5,911
227,97.5,904
227,98.0,908
227,98.5,909
227,99.0,911
227,99.5,913
227,100.0,911
227,100.5,913
227,101.0,911
227,101.5,910
